0.0025	1.17E+00
0.0037	9.74E-01
0.0056	7.79E-01
0.0084	5.95E-01
0.0126	4.37E-01
0.019	3.06E-01
0.0284	2.07E-01
0.0427	1.35E-01
0.064	8.46E-02
0.096	5.09E-02
0.144	2.94E-02
0.216	1.62E-02
0.324	8.54E-03
0.486	4.23E-03
0.729	1.93E-03
1.09	7.91E-04
1.64	2.73E-04
2.46	7.74E-05
3.69	1.67E-05
5.54	2.26E-06
